certNumber,streetName,streetNumber,sector,yearBuilt,heightRegime,apartmentCount,area,yearExpertise,expertName,observations,category
1059.,Strada OSTASILOR,6,1,1924,S+P+1E+Ma,0,0,1993,Mircea PERJESCU,,U1
1060.,Strada OSTASILOR,19,1,1926,S+P+2E,0,0,1993,Mircea PERJESCU,,U1
1061.,Strada OSTASILOR,31,1,1940,S+P+1E,0,0,1993,Radu AGENT,,U2
1062.,Strada OTETARI,6,2,1933,S+P+2E+Ma,0,0,1994,Petru IOAN,,U2
1063.,Bulevardul PACHE PROTOPOPESCU,21,2,1925,S+P+Mz+3E+Ma,0,0,1993,Dan POPESCU,,U1
1064.,Bulevardul PACHE PROTOPOPESCU,24,2,1900,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,U3
1065.,Bulevardul PACHE PROTOPOPESCU,27,2,1924,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U1
1066.,Bulevardul PACHE PROTOPOPESCU,29,2,1932,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U2
1067.,Bulevardul PACHE PROTOPOPESCU (corp A + B),30,2,1914,S+P+1E+Ma,0,0,1993,Radu PETROVICI,,U2
1068.,Bulevardul PACHE PROTOPOPESCU,31,2,1920,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1069.,Bulevardul PACHE PROTOPOPESCU,36,2,1910,S+P+2E,0,0,1993,Dan POPESCU,,U2
1070.,Bulevardul PACHE PROTOPOPESCU,42,2,1934; 1899,S+P+1E; S+P,0,0,1993,Niculaie TUDOSE,,U3
1071.,Bulevardul PACHE PROTOPOPESCU,43,2,1926,S+P+1E+Ma,0,0,1994,Nicolae ALEMAN,,U3
1072.,Bulevardul PACHE PROTOPOPESCU,46,2,1957,S+P+4E+Ma,0,0,1993,Radu PETROVICI,,U2
1073.,Bulevardul PACHE PROTOPOPESCU,47,2,1865,S+P,0,0,1994,Nicolae ALEMAN,,U2
1074.,Bulevardul PACHE PROTOPOPESCU,48,2,1926,S+P+2E+Ma,0,0,1993;1996,Corneliu MUDRACENCU,,U2
1075.,"Bulevardul PACHE PROTOPOPESCU
 (corp A + B)",71,2,1933,S+P,0,0,1994,Nicolae ALEMAN,,U2
1076.,Bulevardul PACHE PROTOPOPESCU,92,2,1950,S+P+3E,13,1.580,1994,Voicu DORDEA,,U3
1077.,Bulevardul PACHE PROTOPOPESCU,103,2,1940,S+P+4E,7,1.096,1994,Voicu DORDEA,,U3
1078.,"Piata PACHE PROTOPOPESCU
 (fostă Bulevardul REPUBLICII)","13
 (90)",2,1925,S+P+3E+Ma,0,0,1993,Niculaie TUDOSE,,U1
1079.,Strada PALEOLOGU,2,2,1936,S+P+3E,0,0,1993,Niculaie TUDOSE,,U2
1080.,Strada PALEOLOGU,5,2,1939,S+P+3E,0,893,1994,Dan POPESCU,,U2
1081.,Strada PALEOLOGU,7,2,1930,S+P+4E,0,0,1993,Niculaie TUDOSE,,U2
1082.,Strada PALEOLOGU,22,3,1920,S+P+1E+Ma,0,0,1993,Adina SIMION,,U3
1083.,Strada PAMFIL NASTASE,22,2,1940,S+Ds+P+2E,0,0,1995,Eugeniu IORDACHESCU,,U2
1084.,Strada PANAIT ISTRATI,104C,1,1912,S+P,2,154,1993,Constantin ARIENESCU,,U1
1085.,Soseaua PANDURI,10,5,1933; 1938,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,U2
1086.,Soseaua PANDURI,24,5,1926,S+P,0,0,1993,Cristian BALAN,,U3
1087.,Soseaua PANTELIMON,33,2,1914,S+P+1E,0,0,1993,Niculaie TUDOSE,,U2
1088.,Soseaua PANTELIMON,144,2,1977,S+P+10 … 11E,0,0,1993,Mircea CONDRUT,,U3
1089.,Soseaua PANTELIMON,237,2,1976,S+P+10E,0,0,1993,Mircea CONDRUT,,U3
1090.,"Soseaua PANTELIMON
 (tronson I + II + III)",254,2,1974,S+P+11 … 12E,169,0,1995,Cristian BALAN,,U3
1091.,Soseaua PANTELIMON (bloc 11A),285,2,1976,S+P+9 … 11E,0,0,1993,Mircea CONDRUT,,U3
1092.,Soseaua PANTELIMON,286,2,1972,S+P+10E,0,0,1993,Dan POPESCU,,U3
1093.,Soseaua PANTELIMON,330,2,1974,S+P+10E,0,0,1993,Dan POPESCU,,U2
1094.,Soseaua PANTELIMON,332,2,1974,S+P+10E,0,0,1993,Dan POPESCU,,U2
1095.,Soseaua PANTELIMON,334,2,1974,S+P+10E,0,0,1993,Dan POPESCU,,U2
1096.,Soseaua PANTELIMON,354,2,1974,S+P+10E,320,27.864,1993;1995,Nicolae TEMELCU. Mircea CONDRUT,,U3
1097.,Strada PARFUMULUI,39,3,1910,S+P,0,0,1993,Dan POPESCU,,U3
1098.,Strada PARIS,9,1,1934,S+P+3E+Ma,0,0,1994,Mircea NEICU,,U2
1099.,"Strada PĂRINTELE STĂNILOAIE
 (fostă Strada CERNICA)",6,2,1937,S+P+5E,0,1.298,1994,Mircea CONDRUT,,U1
1100.,Strada PATRASCU VODA,1,3,1928,S+P+3E+Ma,0,0,1994,Niculaie TUDOSE,,U2
1101.,Strada PATRASCU VODA,10,3,1900,S+P+1E+Ma,0,441,1993,Niculaie TUDOSE,,U2
1102.,Strada PATRIEI,3,3,1934,S+P+Mz+3E+Pod,0,0,1994,Mihai URSACHESCU,,U2
1103.,Strada PAUL GRECEANU,7,2,1918,S+P+2ES+P+1E,0,0,1993,Dan POPESCU,,U1
1104.,Strada PAUL GRECEANU,26,2,1940,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,U1
1105.,Strada PAUL IONESCU,15,1,1939,S+P+2E,0,0,1996,Ovidiu GEORGESCU,,U2
1106.,Soseaua PAVEL DIMITRIEVICI KISELEFF,35 - 37,1,1930,S+P+Ma,0,0,1993,Gabriel NICULESCU,,U2
1107.,Strada PETRE CRETU,77,1,1935,S+P+2E+Ma,0,775,1995,Mihai IONESCU,,U3
1108.,Strada PETRU CERCEL,9,4,1933,S+P+2E,0,0,1993,Dan STANCIULESCU,,U3
1109.,Strada PETRU PONI,1 - 3,1,1958,S+P+3E,30,2.840,1995,Armand NEFIAN,,U2
1110.,Strada PETRU PONI,8,1,1929,S+P+2E+Ma,3,889,1995,Anatolie CAZACLIU,,U3
1111.,Strada PETRU PONI,18,1,1928,S+P+3E+Ma,7,1.090,1995,Anatolie CAZACLIU,,U3
1112.,Strada PETRU RARES,1,1,1930,S+P+1E+Ma,0,0,1993,Mircea PERJESCU,,U1
1113.,Strada PETRU RARES,21,1,1913,S+P+2E+Pod,0,0,1993,Mircea PERJESCU,,U1
1114.,Strada PETRU RARES,32,1,1930,S+P+3E,0,0,1993,Mircea PERJESCU,,U1
1115.,Strada PLANTELOR,20,2,1922,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1116.,Strada PLANTELOR,23,2,1936,S+P+2E+Ma,0,0,1993,Traian POPP,,U2
1117.,Strada PLANTELOR,60,2,1930,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U1
1118.,Strada PLANTELOR,70,2,1935,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U2
1119.,Strada PLANTELOR,74,2,1926,S+P+1E+Ma,0,0,1993,Niculaie TUDOSE,,U3
1120.,Strada PLANTELOR,78,2,1933,S+P+2E+Ma,0,0,1993,Dan POPESCU,,U1
1121.,Strada PLANTELOR,80,2,1935,S+P+1E+Ma,0,0,1993,Adina SIMION,,U3
1122.,Calea PLEVNEI,11bis,1,1900,S+P+2E+Ma,0,0,1993,Armand NEFIAN,,U1. U2
1123.,Calea PLEVNEI,15,1,1958,S+P+6E,0,0,1995,Virgil FIERBINTEANU,,U3
1124.,Calea PLEVNEI (corp C + D),22,1,1870,S+P+1E,0,0,1993,Mircea MIRONESCU. Nicolae ROSCA,,U3
1125.,Calea PLEVNEI,26A,1,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,U3
1126.,Calea PLEVNEI,40,1,1900,S+P+1E,0,0,1993,Mihai URSACHESCU,,U3
1127.,"Calea PLEVNEI
 (corp C + D)",46 - 48,1,1910,S+P+2E,0,0,1993,Aurel COMANESCU,,U3
1128.,Calea PLEVNEI,54,1,1920,S+P+1E+Ma,0,0,1993,Aurel COMANESCU,,U3
1129.,Calea PLEVNEI,56,1,1900,S+P+1E+Ma,0,0,1993,Constantin ARIENESCU,,U1
1130.,Calea PLEVNEI,57,1,1935,S+P+1E+Ma,0,0,1993,Constantin ARIENESCU,,U2
1131.,Strada POENARU BORDEA,4,4,1935,S+P+6E,0,0,1993,Cristian BALAN,,U2
1132.,Strada POENARU BORDEA,6,4,1933,S+P+7E,0,0,1993,Traian POPP,,U2
1133.,Strada POENARU BORDEA,8 - 10,4,1961,S+P+8E,0,2.033,1996,Nicolae ALEMAN,,U1
1134.,Strada POIANA FLORILOR,27,4,1939,S+P+4E+Ma,0,0,1995,Mihai URSACHESCU,,U2
1135.,Strada POIANA NARCISELOR,8,2,1960,S+P+9E,56,0,1996,Constantin TARHON,,U3
1136.,Strada POIANA NARCISELOR,10,2,1938,S+P+3E+Ma,0,0,1993,Leonid NEAGOE,,U2
1137.,Strada POLONA,23,1,1932,S+P+4E,11,999,1993,Radu DIAMANDOPOL,,U3
1138.,Strada POLONA,23C,1,1940,S+P+3E,0,0,1994,Radu AGENT,,U3
1139.,Strada POLONA,90,1,1932,S+P+2E+Ma,0,0,1993,Armand NEFIAN,,U2
1140.,Strada POPA MARIN,3,1,1936,S+Ds+P+3E,4,0,1993,Eugeniu IORDACHESCU,,U3
1141.,Strada POPA NAN,2,2,1939,S+P+3E,0,0,1993,Ion VARSA,,U3
1142.,Strada POPA NAN,11,2,1935,S+P+3E,0,0,1993,Traian POPP,,U1
1143.,Strada POPA NAN,49,2,1938,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1144.,Strada POPA NAN,60,2,1896,S+P,0,0,1993,Niculaie TUDOSE,,U1
1145.,Strada POPA NAN,68,2,1929,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1146.,Strada POPA NAN,88,2,1933,S+P+1E+Ma,0,0,1993,Dan POPESCU,,U2
1147.,Strada POPA NAN (corp A + B),115 B,3,1925,S+P+1E+Ma S+P,0,218,1993,Adina SIMION,,U3
1148.,Strada POPA PETRE,15,2,1932,S+P+2E+Ma,0,0,1993,Anatolie CAZACLIU,,U3
1149.,Strada POPA PETRE,28,2,1924,S+P+4E,0,0,1993,Elena DRAGOMIRESCU,,U1. U2
1150.,Strada POPA PETRE,42,2,1928,S+P+4E,0,0,1996,Grigore ARSENIE,,U3
1151.,Strada POPA RUSU,9C,2,1930,S+P+3E+Ma,0,0,1993,Emil COROIU,,U3
1152.,Strada POPA RUSU,12,2,1890,S+P+1E,0,0,1993,Ion LUNGU,,U2
1153.,Strada POPA RUSU,17,2,1925,S+P+1E,0,0,1993,Constantin DALBAN,,U1
1154.,Strada POPA RUSU,23,2,1930,S+P+1E+Ma,11,672,1993,Anatolie CAZACLIU,,U3
1155.,Strada POPA SOARE,9,3,1890,S+P+1E+Ma,10,1.425,1993,Radu AGENT,,U2
1156.,Strada POPA SOARE,20,2,1880,S+P+2E,0,0,1993,Niculaie TUDOSE,,U1
1157.,Strada POPA STEFAN,9 - 11,5,1934,S+P+2E,0,0,1993,Radu PETROVICI,,U2
1158.,Strada POPA TATU,1 - 3,1,1880,S+P+1E+Ma,0,0,1993,Gheorghe AFANASENCO,,U1
1159.,Strada POPA TATU,29A,1,1925,S+P+1E,0,0,1993,Dan ANASTASIU,,U3
1160.,Strada POPA TATU,37A,1,1890,S+P+3E,0,0,1994,Horia DUGAN,,U1
1161.,Strada POPA TATU,42,1,1940,S+P+1E,0,0,1993,Nicolae TEMELCU,,U3
1162.,Strada POPA TATU,48,1,1940,S+P+2E+Ma,0,0,1993,Nicolae TEMELCU,,U2
1163.,Strada POPA TATU,52,1,1940,S+P+1E,0,0,1993,Nicolae TEMELCU,,U3
1164.,Strada POPA TATU,70,1,1936,S+P+2E+Ma,0,0,1996,Horia DUGAN,,U3
1165.,Strada POPA TATU,72,1,1925,S+P+1E,0,0,1993,Ion LUNGU,,U3
1166.,Strada POTERAS,3C,4,1910,S+P,0,0,1993,Dan STANCIULESCU,,U3
1167.,Strada POTERAS,13,4,1901,S+P+Ma,0,0,1993,Dan STANCIULESCU,,U3
1168.,Strada POTERAS,22,4,1921,S+P+5E,0,0,1993,Eugeniu IORDACHESCU,,U2
1169.,Strada POTERAS,26A,4,1932,S+P+1E+Ma,0,0,1993,Dan STANCIULESCU,,U2. U3
1170.,Strada POTERAS,36C,4,1910,S+P+Ma; S+P,0,0,1993,Dan STANCIULESCU,,U3. U2
1171.,Strada POTERAS,37,4,1910,S+P+1E,0,0,1993,Dan STANCIULESCU,,U3
1172.,Strada POTERAS,39,4,1916,S+P,0,0,1993,Dan STANCIULESCU,,U2
1173.,Strada POTERAS,41,4,1916,S+P+1E,0,0,1993,Dan STANCIULESCU,,U3
1174.,Strada POTERAS,45,4,1916,S+P,0,0,1993,Dan STANCIULESCU,,U3
1175.,Strada POVERNEI,7,1,1932,S+P+3E,6,1.155,1994,Rodica VASILESCU,,U3
1176.,Strada POVERNEI,10C,1,1922,S+P+2E,0,0,1993,Gabriel NICULESCU,,U2. U3
1177.,Strada PRECUPETII VECHI,44,2,1934,S+P+1E+Ma,0,0,1993,Anatolie CAZACLIU,,U2
1178.,Strada PRECUPETII VECHI,50,2,1937,S+P+1E+Ma,0,0,1993,Anatolie CAZACLIU,,U2
1179.,Strada PRECUPETII VECHI,61,2,1900,S+P+1E,0,0,1993,Constantin DALBAN,,U1
1180.,Strada PRICOPAN,4,5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,,U3
1181.,Strada PRICOPAN,6,5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,,U3
1182.,Strada PRICOPAN,6A,5,1969,S+P+4E,40,2.244,1993,Gabriel NICULESCU,,U3
1183.,Strada PRICOPAN,8,5,1969,S+P+4E,40,2.244,1993,Mircea CONDRUT,,U3
1184.,Strada PRICOPAN,12,5,1969,S+P+4E,40,2.244,1993,Mircea CONDRUT,,U3
1185.,"Strada PRINCIPATELE UNITE
 (vila A + A')",2,4,1930,S+P+1E+Ma; S+P+1E,3,573,1993,Dan STANCIULESCU,,U3
1186.,"Strada PRINCIPATELE UNITE
 (vila B)",2,4,1930,S+P+1E,2,375,1993,Dan STANCIULESCU,,U2
1187.,Strada PRINCIPATELE UNITE,59,4,1925,S+P; S+P+1E,0,0,1993,Valentin SEVCENCO,,U3
1188.,"Strada PRINCIPATELE UNITE
 (corp C + D)",64,4,1910,S+P; S+P+1E; S+P,0,0,1993,Valentin SEVCENCO,,U3
1189.,Strada PRINCIPATELE UNITE,70,4,1890,S+P+1E,0,0,1993,Valentin SEVCENCO,,U3
1190.,Strada PRINCIPATELE UNITE,71,4,1890,S+P+1E; S+P,0,0,1993,Valentin SEVCENCO,,U1
1191.,Strada PROFESORILOR,4,4,1940,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1192.,Strada PROFESORILOR,8,4,1940,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1193.,Intrarea PROGRESULUI,17C,1,1920,S+P+2E+Ma,0,0,1993,Emil COROIU,,U1
1194.,Strada PROGRESULUI,3,1,1890,S+P+2E+Ma,0,0,1993,Gabriel NICULESCU,,U2
1195.,Strada PROGRESULUI,4,1,1930,S+P+3E+Ma,0,0,1993,Eugeniu IORDACHESCU,,U2
1196.,Strada PROGRESULUI,16,1,1910,S+P+1E,0,0,1993,Gabriel NICULESCU,,U3
1197.,Strada PUSCASULUI,18,1,1915,S+P+Ma,0,0,1993,Dan ANASTASIU,,U3
1198.,Strada RADU BELLER,25,1,1946,S+P+4E,0,833,1993,Gabriel NICULESCU,,U2
1199.,Strada RADU CALOMFIRESCU,1,3,1895,S+P+1E,0,0,1993,Vasile BOGDAN,,U1
1200.,Strada RADU CALOMFIRESCU,3,3,1923,S+P+2E+Ma,0,0,1993,Rodica ANGELESCU,,U1
1201.,Strada RADU CALOMFIRESCU,11,3,1867,S+P+1E,0,0,1993,Mihai COICULESCU,,U1
1202.,Strada RAFAEL,2,2,1920,S+P+3E,0,0,1993,Adina SIMION,,U3
1203.,Calea RAHOVEI,51,4,1900,S+P,0,0,1993,Alexandru BRANZEI,,U3
1204.,Calea RAHOVEI,53,4,1910,S+P+2E,0,0,1993,Dan STANCIULESCU,,U2
1205.,Calea RAHOVEI,65C,4,1914; 1928,S+P,0,0,1993,Cristian BALAN,,U2
1206.,Calea RAHOVEI,69,4,1932,S+P+3E+Ma,0,1.164,1995,Nicolae TOPA,,U3
1207.,Calea RAHOVEI,71,4,1895,S+P+1E; S+P+2E,0,0,1993,Cristian BALAN,,U2
1208.,Calea RAHOVEI,72,4,1915,S+P,0,0,1993,Alexandru BRANZEI,,U3
1209.,Calea RAHOVEI,74 - 76,4,1900,S+P+1E+Ma,0,0,1993,Corneliu NICUT,,U2
1210.,Calea RAHOVEI,86C,4,1900,S+P+1E,0,0,1993,Cristian BALAN,,U2
1211.,Calea RAHOVEI,92,4,1920,S+P+2E+Ma,0,0,1993,Dan STANCIULESCU,,U2
1212.,Strada RASPANTIILOR,29,2,1934,S+P+2E,0,0,1993,Niculaie TUDOSE,,U3
1213.,Strada RAUREANU,5,5,1927,S+P+3E+Ma,0,539,1995,Iorgu NICULA,,U3
1214.,Bulevardul REGINA ELISABETA,15 - 19,3,1979,S+P+7E,0,6.143,1994,Radu DIAMANDOPOL,,U3
1215.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","30
 (10)",5,1900,S+P+3E+Ma,0,0,1993,Gabriel NICULESCU,,U2
1216.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","33
 (13)",5,1885,S+P+2E,0,0,1996,Marin TEODOR,,U2
1217.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","39
 (19)",5,1875,S+P+3E,0,0,1993,Anca GRIGORAS,,U3
1218.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","41
 (21)",5,1920,S+P+2E+Ma,0,1.558,1993,Dan STANCIULESCU,,U1
1219.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","54
 (34)",5,1880,S+P+Mz+3E+Ma,0,0,1993,Helmuth KOBER,,U2
1220.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","61
 (41)",5,1927,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,U3
1221.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","71
 (51)",5,1900,S+P+2E+Ma,0,0,1993,Radu PETROVICI,,U3
1222.,"Bulevardul REGINA ELISABETA
 (fost Bulevardul MIHAIL KOGĂLNICEANU)","73
 (53)",5,1900,S+P+2E+Ma,0,0,1993,Vladimir AMBROZIE,,U1
1223.,Bulevardul REGINA MARIA,30,4,1919,S+P+1E,0,0,1993,Cristian BALAN,,U3
1224.,Bulevardul REGINA MARIA,47,4,1910,S+P+2E+Ma,0,0,1993,Gabriel NICULESCU,,U2
1225.,Bulevardul REGINA MARIA,57,4,1930,S+P+2E+Ma,0,0,1994,Traian POPP,,U1
1226.,Bulevardul REGINA MARIA,62,4,1900,S+P+3E,0,0,1994,Traian POPP,,U1
1227.,Bulevardul REGINA MARIA,74,4,1930,S+P+1E,0,0,1993,Adina SIMION,,U3
1228.,Strada RIPICENI,2,2,1976,S+P+10E,0,0,1993,Gabriel NICULESCU,,U2
1229.,Strada RITORIDE,14,5,1929,S+P+1E+Pod,0,0,1993,Alexandru NEAGU,,U1
1230.,Strada ROBERT KOCH,8,5,1938,S+P+1E,0,0,1993,Gabriel TOMESCU,,U3
1231.,Strada ROMA,41,1,1927,S+P+1E+Ma,3,549,1995,Valentin SEVCENCO,,U2
1232.,Strada ROMULUS,2,2,1932,S+P+2E+Ma,0,0,1993,Aurel COMANESCU,,U3
1233.,Strada ROMULUS,6,2,1942,S+P+2E,0,0,1993,Ion VARSA,,U3
1234.,Strada ROMULUS,16,2,1930,S+P+3E+Ma,0,0,1993,Dan POPESCU,,U1
1235.,Strada ROMULUS,79,3,1935,S+P+1E,0,0,1993,Adina SIMION,,U3
1236.,Strada ROMULUS,83 - 85,3,1900,S+P+2E,0,0,1993,Adina SIMION,,U2
1237.,Strada RONDA,24,2,1930,S+P+2E+Ma,0,0,1993,Adina SIMION,,U1
1238.,Strada ROTASULUI,4C,1,1930,S+P+1E; S+P,0,0,1993,Dan POPESCU,,U2
1239.,Strada RUMEOARA,25,2,1930,S+P+2E,0,0,1993,Dan POPESCU,,U2
1240.,Strada RUMEOARA,29,2,1908,S+P+1E+Ma,0,0,1993,Dan GEORGESCU,,U1
1241.,Strada RUMEOARA,30,2,1936,S+P+2E+Ma,0,0,1993,Eugen ANTONESCU,,U3
1242.,Strada RUMEOARA,35,2,1925,S+P+3E+Ma,0,0,1993,Dan POPESCU,,U1
1243.,Strada RUSETU,16,6,1961,S+P+4E,0,0,1993,Mircea NEICU,,U3
1244.,Strada SACHELARIE VISARION,8,2,1975,S+P+10E,0,0,1994,Mircea NEICU,,U3
1245.,Strada SALCAMILOR,7,2,1901,S+P+1E+Ma,0,0,1993,Stelian PICULESCU,,U1
1246.,Strada SAPIENTEI,2A,5,1927,S+Ds+P+3E,0,0,1993,Cristian ENESCU,,U2
1247.,Strada SAPIENTEI,6,5,1921,S+P+3E+Ma,0,0,1995,Armand NEFIAN,,U2
1248.,Strada SARMISEGETUZA,3,3,1878,S+P+1E+Ma,0,0,1993,Mircea MIRONESCU,,U3
1249.,Strada SARMISEGETUZA,6,3,1883,S+P+1E+Ma,0,0,1993,Mircea MIRONESCU,,U3
1250.,Strada SARMISEGETUZA,8,3,1910,S+P+2E+Ma,0,0,1993,Mircea MIRONESCU,,U3
1251.,Strada SAGETII,1,2,1885; 1905,S+P+2E+Ma; S+P,0,0,1993,Liliana BALTATEANU,,U1
1252.,Strada SAGETII,5,2,1900,S+P+1E+Ma,0,0,1993,Adina SIMION,,U2
1253.,Strada SAGETII,9,2,1931,S+P+3E,0,0,1993,Leonid NEAGOE,,U3
1254.,Strada SCARLAT OTULESCU,4,5,1960,S+P+4E,20,1.194,1995,Adina SIMION,,U3
1255.,Strada SCARLATESCU,26,1,1920,S+P,0,0,1993,Mircea PERJESCU,,U1
1256.,Bulevardul SCHITU MAGUREANU,5,1,1890,S+P+2E,0,0,1995,Mihai URSACHESCU,,U1
1257.,Bulevardul SCHITU MAGUREANU,7,1,1940,S+P+1E,0,0,1993,Nicolae TEMELCU,,U3
1258.,Bulevardul SCHITU MAGUREANU,9,1,1930,S+P+1E+Ma,4,400,1995,Eugen ANTONESCU,,U2
1259.,Bulevardul SCHITU MAGUREANU,20,1,1923,S+P+3E,0,0,1993,Dan ANASTASIU,,U3
1260.,Bulevardul SCHITU MAGUREANU,21,1,1890,S+P+1E,0,0,1993,Dan ANASTASIU,,U3
1261.,Bulevardul SCHITU MAGUREANU,41,1,1940,S+P+2E+Ma,0,0,1993,Gheorghe AFANASENCO,,U2
1262.,Bulevardul SCHITU MAGUREANU,41B,1,1921,S+P+1E,0,0,1993,Dan ANASTASIU,,U3
1263.,Bulevardul SCHITU MAGUREANU,51,1,1910,S+P+1E,0,0,1993,Ecaterina BALL,,U1. U2
1264.,Bulevardul SCHITU MAGUREANU,57,1,1920,S+P+3E,16,1.829,1993,Gheorghe DRUGEA,,U1
1265.,Intrarea SFÂNTUL MINA,6,3,1900,S+Ds+P+Ma,0,0,1993,Dan POPESCU,,U3
1266.,Intrarea SFÂNTUL MINA,7,3,1894,S+P+1E; S+P,0,0,1993,Dan POPESCU,,U3
1267.,Intrarea SFÂNTUL MINA,8,3,1903,S+P+1E,0,0,1993,Dan POPESCU,,U3
1268.,Strada SELARI,15,3,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1269.,Strada SELARI,17,3,1890,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1270.,Strada SELARI,18,3,1930,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1271.,Strada SELARI,20,3,1896,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,,U1
1272.,Strada SELARI,24,3,1890,S+P+2E,0,0,1993,Mihai URSACHESCU,,U1
1273.,Strada SEMICERCULUI,1,1,1919,S+P+4E+Ma,18,2.723,1995,Nicolae ALEMAN,,U2
1274.,Strada SEMICERCULUI,2,1,1891,S+P+2E+Ma,0,0,1993,Mircea MIRONESCU,,U3
1275.,Strada SEMILUNEI,4,2,1897,S+P,0,0,1993,Constantin DALBAN,,U1
1276.,Strada SEMILUNEI,7,2,1887,S+P+1E,0,0,1993,Mircea NEICU,,U3
1277.,Strada SEPCARI,9,3,1930,S+P+7E,0,0,1993,Alexandru PROGRESEANU,,U2
1278.,Strada SEPCARI,22,3,1890,S+P+2E,0,0,1993,Zaharia PAULIUC,,U1
1279.,Calea SERBAN VODA,43,4,1963,S+P+8E,160,1.256,1996,Niculaie TUDOSE,,U1
1280.,Calea SERBAN VODA,81 - 83,4,1930,S+P+3E+Ma,0,2.570,1995,Nicolae TOPA,,U3
1281.,Calea SERBAN VODA,109,4,1893,S+P+Ma,0,0,1993,Aurelian PAVELESCU,,U1. U3
1282.,Calea SERBAN VODA,111,4,1948,S+P+1E,0,0,1993,Aurelian PAVELESCU,,U1
1283.,Calea SERBAN VODA,115,4,1928,S+P+2E; S+P,0,0,1993,Cristian BALAN,,U1
1284.,Calea SERBAN VODA,126,4,1900,S+P+2E,0,0,1993,Dan STANCIULESCU,,U2
1285.,Calea SERBAN VODA,138,4,1915,S+P+1E,9,376,1993,Aurelian PAVELESCU,,U1
1286.,Calea SERBAN VODA,143,4,1917,S+P,0,0,1993,Aurelian PAVELESCU,,U2. U1
1287.,Calea SERBAN VODA,147,4,1938,S+P; S+P+1E+Ma,0,0,1993,Aurelian PAVELESCU,,U3
1288.,Calea SERBAN VODA,266,4,1942,S+P+3E+Ma,6,1.866,1995,Nicolae TOPA,,U3
1289.,Strada SFANTA ECATERINA,17,4,1904,S+P+2E; S+P+2E,0,0,1993,Traian POPP,,U1. U2
1290.,Strada SFANTA ECATERINA,11,4,1911,S+P+1E,0,0,1993,Traian POPP,,U3
1291.,Strada SFANTA ECATERINA,15,4,1929,S+P+1E,0,0,1993,Traian POPP,,U3
1292.,Strada SFANTA MARIA,18A,1,1936,S+P+1E+Ma,0,0,1993,Dan POPESCU,,U3
1293.,Strada SFANTA VINERI,10,3,1930,S+P+2E+Ma,0,1.298,1994,Ion VARSA,,U1
1294.,Strada SFANTUL CONSTANTIN,7,1,1920,S+P+1E,0,0,1993,Eugeniu IORDACHESCU,,U3
1295.,Strada SFANTUL CONSTANTIN,12,1,1893,S+P+1E+Ma,0,0,1993,Radu PETROVICI,,U2
1296.,Strada SFANTUL CONSTANTIN,13 - 13A,1,1918,S+P+2E,0,0,1996,Marin TEODOR,,U2
1297.,"Strada SFANTUL CONSTANTIN
 (corp D)",14,1,1937,S+P+1E+Ma,0,0,1993,Gabriel NICULESCU,,U3
1298.,Strada SFANTUL CONSTANTIN,22,1,1910,S+P+1E,4,0,1993,Eugeniu IORDACHESCU,,U3
1299.,Strada SFANTUL CONSTANTIN,27,1,1935,S+P+2E,0,0,1993,Dan POPESCU,,U3
1300.,Strada SFANTUL CONSTANTIN,29A,1,1930,S+P+2E,0,0,1996,Ovidiu GEORGESCU,,U1
1301.,Strada SFANTUL CONSTANTIN,30B,1,1920,S+P+1E,0,0,1993,Eugeniu IORDACHESCU,,U3
